id|song_name|artist|lyric|lyric_by_es
11|Por Una Cabeza|Carlos Gardel|Por una cabeza De un noble potrillo Que justo en la raya Afloja al llegar Y que al regresar Parece decir No olvidés, hermano Vos sabés, no hay que jugarPor una cabeza Metejón de un día De aquella coqueta Y risueña mujer Que al jurar sonriendo El amor que está mintiendo Quema en una hoguera Todo mi quererPor una cabeza Todas las locuras Su boca que besa Borra la tristeza Calma la amargura Por una cabeza Si ella me olvida Qué importa perderme Mil veces la vida Para qué vivirCuantos desengaños Por una cabeza Yo juré mil veces No vuelvo a insistir Pero si un mirar Me hiere al pasar Su boca de fuego Otra vez quiero besarBasta de carreras Se acabó la timba ¡Un final reñido Yo no vuelvo a ver! Pero si algún pingo Llega a ser fija el domingo Yo me juego entero ¡Qué le voy a hacer!|Por una cabeza De un noble potrillo Que justo en la raya Afloja al llegar Y que al regresar Parece decir No olvidés, hermano Vos sabés, no hay que jugar<>Por una cabeza Metejón de un día De aquella coqueta Y risueña mujer Que al jurar sonriendo El amor que está mintiendo Quema en una hoguera Todo mi querer<>Por una cabeza Todas las locuras Su boca que besa Borra la tristeza Calma la amargura Por una cabeza Si ella me olvida Qué importa perderme Mil veces la vida Para qué vivir<>Cuantos desengaños Por una cabeza Yo juré mil veces No vuelvo a insistir Pero si un mirar Me hiere al pasar Su boca de fuego Otra vez quiero besar<>Basta de carreras Se acabó la timba ¡Un final reñido Yo no vuelvo a ver! Pero si algún pingo Llega a ser fija el domingo Yo me juego entero ¡Qué le voy a hacer!<>
12|Afiches|Homero Expósito|Cruel en el cartel, la propaganda manda cruel en el cartel, y en el fetiche de un afiche de papel se vende la ilusión, se rifa el corazón... Y apareces tú vendiendo el último jirón de juventud, cargándome otra vez la cruz. ¡Cruel en el cartel, te ríes, corazón! ¡Dan ganas de balearse en un rincón!Ya da la noche a la cancel su piel de ojera... Ya moja el aire su pincel y hace con él la primavera... ¿Pero qué? si están tus cosas pero tú no estás, porque eres algo para todos, como un desnudo de vidriera... ¡Luché a tu lado, para ti, por Dios, y te perdí!Yo te di un hogar... ¡Siempre fui pobre, pero yo te di un hogar! Se me gastaron las sonrisas de luchar,  luchando para ti, sangrando para ti... Luego la verdad, que es restregarse con arena el paladar y ahogarse sin poder gritar. Yo te di un hogar... -¡fue culpa del amor!- ¡Dan ganas de balearse en un rincón!|Cruel en el cartel, la propaganda manda cruel en el cartel, y en el fetiche de un afiche de papel se vende la ilusión, se rifa el corazón... Y apareces tú vendiendo el último jirón de juventud, cargándome otra vez la cruz. ¡Cruel en el cartel, te ríes, corazón! ¡Dan ganas de balearse en un rincón!<>Ya da la noche a la cancel su piel de ojera... Ya moja el aire su pincel y hace con él la primavera... ¿Pero qué? si están tus cosas pero tú no estás, porque eres algo para todos, como un desnudo de vidriera... ¡Luché a tu lado, para ti, por Dios, y te perdí!<>Yo te di un hogar... ¡Siempre fui pobre, pero yo te di un hogar! Se me gastaron las sonrisas de luchar,  luchando para ti, sangrando para ti... Luego la verdad, que es restregarse con arena el paladar y ahogarse sin poder gritar. Yo te di un hogar... -¡fue culpa del amor!- ¡Dan ganas de balearse en un rincón!<>
13|Para Vivir Un Gran Amor|Cacho Castaña|Para vivir Hay que tener un gran amor para vivir Para vivir Se necesita un mundo nuevo descubrirPara vivir Por el camino de la vida hay que seguir Con la esperanza de llegar a ser feliz Aunque dejemos otro amor en el pasadoPara vivir Hay tantas cosas que se deben compartir Tantos momentos que se pueden convivir Con la tibieza del perdón entre las manosPara vivir Yo necesito de tu amor para vivir Para vivir Yo necesito tu calor cerca de míPara vivir Hay tantas cosas que yo quiero compartir Para vivir, para llorar, para reír Con la tibieza de tu amor entre mis manosPara vivir Por el camino de la vida he de seguir Con la esperanza de llegar a ser feliz Para vivir hasta morir enamoradosPara vivir Yo necesito de tu amor para vivir Para vivir Yo necesito tu calor cerca de mí Para vivir Hay tantas cosas que yo quiero compartirPara vivir Por el camino de la vida he de seguir Con la esperanza de llegar a ser feliz Para vivir hasta morir enamorados|Para vivir Hay que tener un gran amor para vivir Para vivir Se necesita un mundo nuevo descubrir<>Para vivir Por el camino de la vida hay que seguir Con la esperanza de llegar a ser feliz Aunque dejemos otro amor en el pasado<>Para vivir Hay tantas cosas que se deben compartir Tantos momentos que se pueden convivir Con la tibieza del perdón entre las manos<>Para vivir Yo necesito de tu amor para vivir Para vivir Yo necesito tu calor cerca de mí<>Para vivir Hay tantas cosas que yo quiero compartir Para vivir, para llorar, para reír Con la tibieza de tu amor entre mis manos<>Para vivir Por el camino de la vida he de seguir Con la esperanza de llegar a ser feliz Para vivir hasta morir enamorados<>Para vivir Yo necesito de tu amor para vivir Para vivir Yo necesito tu calor cerca de mí Para vivir Hay tantas cosas que yo quiero compartir<>Para vivir Por el camino de la vida he de seguir Con la esperanza de llegar a ser feliz Para vivir hasta morir enamorados<>
14|Como Dos Extraños|Roberto Goyeneche|Me acobardó la soledad Y el miedo enorme de morir lejos de ti ¡Qué ganas tuve de llorar Sintiendo junto a mí La burla de la realidad!Y el corazón me suplicó Que te buscara y que le diera tu querer Me lo pedía el corazón Y entonces te busqué Creyéndote mi salvaciónY ahora que estoy frente a ti Parecemos, ya ves, dos extraños Lección que por fin aprendí ¡Cómo cambian las cosas los años! Angustia de saber muertas ya La ilusión y la fe Perdón si me ves lagrimear ¡Los recuerdos me han hecho mal!Palideció la luz del sol Al escucharte fríamente conversar Fue tan distinto nuestro amor Y duele comprobar Que todo, todo terminó¡Qué gran error volverte a ver Para llevarme destrozado el corazón! Son mil fantasmas, al volver Burlándose de mí Las horas de ese muerto ayerY ahora que estoy frente a ti Parecemos, ya ves, dos extraños Lección que por fin aprendí ¡Cómo cambian las cosas los años! Angustia de saber muertas ya La ilusión y la fe Perdón si me ves lagrimear ¡Los recuerdos me han hecho mal!|Me acobardó la soledad Y el miedo enorme de morir lejos de ti ¡Qué ganas tuve de llorar Sintiendo junto a mí La burla de la realidad!<>Y el corazón me suplicó Que te buscara y que le diera tu querer Me lo pedía el corazón Y entonces te busqué Creyéndote mi salvación<>Y ahora que estoy frente a ti Parecemos, ya ves, dos extraños Lección que por fin aprendí ¡Cómo cambian las cosas los años! Angustia de saber muertas ya La ilusión y la fe Perdón si me ves lagrimear ¡Los recuerdos me han hecho mal!<>Palideció la luz del sol Al escucharte fríamente conversar Fue tan distinto nuestro amor Y duele comprobar Que todo, todo terminó<>¡Qué gran error volverte a ver Para llevarme destrozado el corazón! Son mil fantasmas, al volver Burlándose de mí Las horas de ese muerto ayer<>Y ahora que estoy frente a ti Parecemos, ya ves, dos extraños Lección que por fin aprendí ¡Cómo cambian las cosas los años! Angustia de saber muertas ya La ilusión y la fe Perdón si me ves lagrimear ¡Los recuerdos me han hecho mal!<>
15|Gricel|José María Contursi|No debí pensar jamás en lograr tu corazón y sin embargo te busqué hasta que un día te encontré y con mis besos te aturdí sin importarme que eras buena... Tu ilusión fue de cristal, se rompió cuando partí pues nunca, nunca más volví… ¡Qué amarga fue tu pena!No te olvides de mí, de tu Gricel, me dijiste al besar el Cristo aquel y hoy que vivo enloquecido porque no te olvidé ni te acuerdas de mí... ¡Gricel! ¡Gricel!Me faltó después tu voz y el calor de tu mirar y como un loco te busqué pero ya nunca te encontré y en otros besos me aturdí… ¡Mi vida toda fue un engaño! ¿Qué será, Gricel, de mí? Se cumplió la ley de Dios porque sus culpas ya pagó quien te hizo tanto daño.|No debí pensar jamás en lograr tu corazón y sin embargo te busqué hasta que un día te encontré y con mis besos te aturdí sin importarme que eras buena... Tu ilusión fue de cristal, se rompió cuando partí pues nunca, nunca más volví… ¡Qué amarga fue tu pena!<>No te olvides de mí, de tu Gricel, me dijiste al besar el Cristo aquel y hoy que vivo enloquecido porque no te olvidé ni te acuerdas de mí... ¡Gricel! ¡Gricel!<>Me faltó después tu voz y el calor de tu mirar y como un loco te busqué pero ya nunca te encontré y en otros besos me aturdí… ¡Mi vida toda fue un engaño! ¿Qué será, Gricel, de mí? Se cumplió la ley de Dios porque sus culpas ya pagó quien te hizo tanto daño.<>
16|Soledad|Carlos Gardel|Yo no quiero que nadie a mí me diga Que de tu dulce vida Vos ya me has arrancado Mi corazón una mentira pide Para esperar tu imposible llamado Yo no quiero que nadie se imagine Cómo es de amarga y honda mi eterna soledad Pasa las noche el minuto muele La pesadilla de su lento tic-tacEn la doliente sombra de mi cuarto, al esperar Sus pasos que quizás no volverán A veces me parece que ellos detienen su andar Sin atreverse luego a entrar Pero no hay nadie y ella no viene Es un fantasma que crea mi ilusión Y que al desvanecerse va dejando su visión Cenizas en mi corazónEn la plateada esfera del reloj Las horas que agonizan se niegan a pasar Hay un desfile de extrañas figuras Que me contemplan con burlón mirar Es una caravana interminable Que se hunde en el olvido con su mueca espectral Se va con ella tu boca que era mía Solo me queda la angustia de mi mal|Yo no quiero que nadie a mí me diga Que de tu dulce vida Vos ya me has arrancado Mi corazón una mentira pide Para esperar tu imposible llamado Yo no quiero que nadie se imagine Cómo es de amarga y honda mi eterna soledad Pasa las noche el minuto muele La pesadilla de su lento tic-tac<>En la doliente sombra de mi cuarto, al esperar Sus pasos que quizás no volverán A veces me parece que ellos detienen su andar Sin atreverse luego a entrar Pero no hay nadie y ella no viene Es un fantasma que crea mi ilusión Y que al desvanecerse va dejando su visión Cenizas en mi corazón<>En la plateada esfera del reloj Las horas que agonizan se niegan a pasar Hay un desfile de extrañas figuras Que me contemplan con burlón mirar Es una caravana interminable Que se hunde en el olvido con su mueca espectral Se va con ella tu boca que era mía Solo me queda la angustia de mi mal<>
17|Chorra|Carlos Gardel|Por ser bueno me pusiste a la miseriame dejaste en la palmera   me afanaste hasta el coloren seis meses me comiste el mercadito   la casiya de la feria   la ganchera el mostradorchorra me robaste hasta el amorahura tanto me asusta una mina   que si en la calle me afila   me pongo al lao del botonlo que mas bronca me daes haber sido tan gilhace un mes me desayuno   con loque sabido ayerno era a mi que me cachaban   tus rebusques de mujer   hoy me entero que tu mama   noble viuda de un guerrero   es la chorra de mas fama   que ha pisao la treinta y tresy he sabido que el guerrero   que murio lleno de honorni murio ni fue guerrero   como me engrupiste vos   esta en cana prontuariado   como agente e la camorra   profesor de cachiporra   malandrin y estafadorentre todos me pelaron con la cero tu silueta fue el anzuelo donde me fui a ensartar se tragaron vos la viuda y el guerrero lo que me costo diez años de paciencia y de yugarchorra vos tu vieja y tu papa guarda cuidensen porque anda suelta si los cacha los da vuelta no les da tiempo a rajar lo que mas bronca me da es haber sido tan gil|Por ser bueno me pusiste a la miseria<>me dejaste en la palmera   me afanaste hasta el color<>en seis meses me comiste el mercadito   la casiya de la feria   la ganchera el mostrador<>chorra me robaste hasta el amor<>ahura tanto me asusta una mina   que si en la calle me afila   me pongo al lao del boton<>lo que mas bronca me da<>es haber sido tan gil<>hace un mes me desayuno   con loque sabido ayer<>no era a mi que me cachaban   tus rebusques de mujer   hoy me entero que tu mama   noble viuda de un guerrero   es la chorra de mas fama   que ha pisao la treinta y tres<>y he sabido que el guerrero   que murio lleno de honor<>ni murio ni fue guerrero   como me engrupiste vos   esta en cana prontuariado   como agente e la camorra   profesor de cachiporra   malandrin y estafador<>entre todos me pelaron con la cero tu silueta fue el anzuelo donde me fui a ensartar se tragaron vos la viuda y el guerrero lo que me costo diez años de paciencia y de yugar<>chorra vos tu vieja y tu papa guarda cuidensen porque anda suelta si los cacha los da vuelta no les da tiempo a rajar lo que mas bronca me da es haber sido tan gil<>
18|Garganta Con Arena|Cacho Castaña|Ya ves, el día no amanece Polaco Goyeneche, cantame un tango más Ya ves, la noche se hace larga Tu vida tiene un karma: Cantar, siempre cantarTu voz, que al tango lo emociona Diciendo el punto y coma que nadie le cantó Tu voz, con duendes y fantasmas Respira con el asma de un viejo bandoneónCanta, garganta con arena Tu voz tiene la pena que Malena no cantó Canta, que Juárez te condena Al lastimar tu pena con su blanco bandoneónCanta, la gente está aplaudiendo Y aunque te estés muriendo, no conocen tu dolor Canta, que Troilo desde el cielo Debajo de tu almohada, un verso te dejóCantor de un tango algo insolente Hiciste que a la gente le duela, le duela tu dolor Cantor de un tango equilibrista Más que cantor, artista con vicios de cantorYa ves, a mí y a Buenos Aires Nos falta siempre el aire cuando no está tu voz A vos, que tanto me enseñaste El día que cantaste conmigo una canciónCanta, garganta con arena Tu voz tiene la pena que Malena no cantó Canta, que Juárez te condena Al lastimar tu pena con su blanco bandoneónCanta, la gente está aplaudiendo Y aunque te estés muriendo, no conocen tu dolor Canta, que Troilo desde el cielo Debajo de tu almohada, un verso te dejó|Ya ves, el día no amanece Polaco Goyeneche, cantame un tango más Ya ves, la noche se hace larga Tu vida tiene un karma: Cantar, siempre cantar<>Tu voz, que al tango lo emociona Diciendo el punto y coma que nadie le cantó Tu voz, con duendes y fantasmas Respira con el asma de un viejo bandoneón<>Canta, garganta con arena Tu voz tiene la pena que Malena no cantó Canta, que Juárez te condena Al lastimar tu pena con su blanco bandoneón<>Canta, la gente está aplaudiendo Y aunque te estés muriendo, no conocen tu dolor Canta, que Troilo desde el cielo Debajo de tu almohada, un verso te dejó<>Cantor de un tango algo insolente Hiciste que a la gente le duela, le duela tu dolor Cantor de un tango equilibrista Más que cantor, artista con vicios de cantor<>Ya ves, a mí y a Buenos Aires Nos falta siempre el aire cuando no está tu voz A vos, que tanto me enseñaste El día que cantaste conmigo una canción<>Canta, garganta con arena Tu voz tiene la pena que Malena no cantó Canta, que Juárez te condena Al lastimar tu pena con su blanco bandoneón<>Canta, la gente está aplaudiendo Y aunque te estés muriendo, no conocen tu dolor Canta, que Troilo desde el cielo Debajo de tu almohada, un verso te dejó<>
19|Naranjo En Flor|Roberto Goyeneche|Era más blanda que el agua Que el agua blanda Era más fresca que el río Naranjo en flor Y en esa calle de estío Calle perdida Dejó un pedazo de vida Y se marchóPrimero hay que saber sufrir Después amar, después partir Y al fin andar sin pensamiento Perfume de naranjo en flor Promesas vanas de un amor Que se escaparon en el vientoDespués, qué importa del después Toda mi vida es el ayer Que me detiene en el pasado Eterna y vieja juventud Que me ha dejado acobardado Como un pájaro sin luz¿Qué le habrán hecho mis manos? Qué le habrán hecho Para dejarme en el pecho Tanto dolor Dolor de vieja arboleda Canción de esquina Y con un pedazo de vida Naranjo en florPrimero hay que saber sufrir Después amar, después partir Y al fin andar sin pensamiento Perfume de naranjo en flor Promesas vanas de un amor Que se escaparon con el vientoDespués, qué importa del después Toda mi vida es el ayer Que me detiene en el pasado Eterna y vieja juventud Que me ha dejado acobardado Como un pájaro sin luz|Era más blanda que el agua Que el agua blanda Era más fresca que el río Naranjo en flor Y en esa calle de estío Calle perdida Dejó un pedazo de vida Y se marchó<>Primero hay que saber sufrir Después amar, después partir Y al fin andar sin pensamiento Perfume de naranjo en flor Promesas vanas de un amor Que se escaparon en el viento<>Después, qué importa del después Toda mi vida es el ayer Que me detiene en el pasado Eterna y vieja juventud Que me ha dejado acobardado Como un pájaro sin luz<>¿Qué le habrán hecho mis manos? Qué le habrán hecho Para dejarme en el pecho Tanto dolor Dolor de vieja arboleda Canción de esquina Y con un pedazo de vida Naranjo en flor<>Primero hay que saber sufrir Después amar, después partir Y al fin andar sin pensamiento Perfume de naranjo en flor Promesas vanas de un amor Que se escaparon con el viento<>Después, qué importa del después Toda mi vida es el ayer Que me detiene en el pasado Eterna y vieja juventud Que me ha dejado acobardado Como un pájaro sin luz<>
20|Milonga Lunfarda|Edmundo Rivero|En este hermoso país que es mi tierra, la Argentina La mujer es una mina y el fueye es un bandoneón El vigilante, un botón, la policía, la cana El que roba es el que afana, el chorro un vulgar ladrón Al zonzo llaman chabón y al vivo le baten ranaLa guita o el vento es el dinero que circula El cuento es meter la mula, y al vesre por al revés Si pelechaste, tenés, y en la rama si estás seco Si andás bien, andás derecho; tirao, el que nada tiene Chapar es, si te conviene, agarrar lo que está hechoEl cotorro es el lugar donde se hace el amor El pashá es un gran señor que sus mangos acamala La vecina es la fulana, el tordo es algún doctor El estaño un mostrador donde un curda se emborracha Y si es que hacés pata ancha te la das de sobradorEl que trabaja, labura; quien no hace nada es un fiaca La pinta es la que destaca los rasgos de tu apostura Mala racha es mishiadura, que hace la vida fulera La cama es una catrera y apoliyar es dormirse Rajar o piantarse es irse, y esto lo manya cualquieraY que te van a contar, ya está todo relojeado Aquello visto, es junado, lo sabe toda la tierra Si hasta la real academia, que de parla sabe mucho Le va a pedir a Pichuco, y a Grela con su guitarra Que a esta milonga lunfarda me la musiqueen de grupo|En este hermoso país que es mi tierra, la Argentina La mujer es una mina y el fueye es un bandoneón El vigilante, un botón, la policía, la cana El que roba es el que afana, el chorro un vulgar ladrón Al zonzo llaman chabón y al vivo le baten rana<>La guita o el vento es el dinero que circula El cuento es meter la mula, y al vesre por al revés Si pelechaste, tenés, y en la rama si estás seco Si andás bien, andás derecho; tirao, el que nada tiene Chapar es, si te conviene, agarrar lo que está hecho<>El cotorro es el lugar donde se hace el amor El pashá es un gran señor que sus mangos acamala La vecina es la fulana, el tordo es algún doctor El estaño un mostrador donde un curda se emborracha Y si es que hacés pata ancha te la das de sobrador<>El que trabaja, labura; quien no hace nada es un fiaca La pinta es la que destaca los rasgos de tu apostura Mala racha es mishiadura, que hace la vida fulera La cama es una catrera y apoliyar es dormirse Rajar o piantarse es irse, y esto lo manya cualquiera<>Y que te van a contar, ya está todo relojeado Aquello visto, es junado, lo sabe toda la tierra Si hasta la real academia, que de parla sabe mucho Le va a pedir a Pichuco, y a Grela con su guitarra Que a esta milonga lunfarda me la musiqueen de grupo<>
21|Cacho de Buenos Aires|Cacho Castaña|Por esa puta costumbre De andar haciéndome el vivo El que se las sabe todas Y todas las ha vivido El que tuvo mil amores Llorando sobre su almohada Por esa puta costumbre Al final no tengo nadaPor esa puta costumbre De regalar carcajadas Para mostrarle a la gente Que nunca lloro por nada Inventando mil historias Para deslumbrar amigos Por esa puta costumbre Cuántas cosas he perdidoSoy cacho de Buenos Aires Y no hay farol que me alumbre Mi gran amor lo perdí Por esa puta costumbre Soy cacho de Buenos Aires Y tengo un sueño escondido Cantar igual que GardelPor esa puta costumbre De hacerme el galán de moda Tomando whisky sin hielo Saber, saber que es mala la droga Cantor que canta al amor De tanto amor se confunde Y se queda sin amor Por esa puta costumbreSoy cacho de Buenos Aires Y no hay farol que me alumbre Mi gran amor lo perdí Por esa puta costumbre Soy cacho de Buenos Aires Y tengo un sueño escondido Cantar igual que GardelMi Buenos Aires querido Antes del amanecer Voy a entoldarte las calles Por si volviera Gardel|Por esa puta costumbre De andar haciéndome el vivo El que se las sabe todas Y todas las ha vivido El que tuvo mil amores Llorando sobre su almohada Por esa puta costumbre Al final no tengo nada<>Por esa puta costumbre De regalar carcajadas Para mostrarle a la gente Que nunca lloro por nada Inventando mil historias Para deslumbrar amigos Por esa puta costumbre Cuántas cosas he perdido<>Soy cacho de Buenos Aires Y no hay farol que me alumbre Mi gran amor lo perdí Por esa puta costumbre Soy cacho de Buenos Aires Y tengo un sueño escondido Cantar igual que Gardel<>Por esa puta costumbre De hacerme el galán de moda Tomando whisky sin hielo Saber, saber que es mala la droga Cantor que canta al amor De tanto amor se confunde Y se queda sin amor Por esa puta costumbre<>Soy cacho de Buenos Aires Y no hay farol que me alumbre Mi gran amor lo perdí Por esa puta costumbre Soy cacho de Buenos Aires Y tengo un sueño escondido Cantar igual que Gardel<>Mi Buenos Aires querido Antes del amanecer Voy a entoldarte las calles Por si volviera Gardel<>
