song_name|artist|lyric|lyric_by_e|lang|lyric_length|eval|misogy_estr
Suerte He Tenido|Los Alegres de La Sierra|Suerte he tenido de conocerte  pues yo estaba triste con mi soledad  llegaste a mi vida como una paloma  me enseñaste el camino a la felicidad. Tal vez tú pienses que no te quiero  o que quiero yo vacilar  pues estoy de tí enamorado  y quiero que creas que esa es la verdad. Fue aquella noche cuando te ví  mi corazón por ti suspiro  tú me mirabas yo me di cuenta  y cante para ti con amor. Quiero decirte lo que te quiero  tal vez con el tiempo tu comprobaras  mi amor por siempre sincero  y que sin verte ya no puedo estar. (sin verte ya no puedo estar chiquitita) Fue aquella noche cuando te vi  mi corazón por tí suspiro  tú me mirabas yo me di cuenta  y cante para ti con amor. Quiero decirte lo que te quiero  tal vez con el tiempo tu comprobaras  mi amor por siempre es sincero  y que sin verte ya no puedo estar. Mi amor por siempre es sincero  y que sin verte ya no puedo estar.|Suerte he tenido de conocerte  pues yo estaba triste con mi soledad  llegaste a mi vida como una paloma  me enseñaste el camino a la felicidad. <>Tal vez tú pienses que no te quiero  o que quiero yo vacilar  pues estoy de tí enamorado  y quiero que creas que esa es la verdad. <>Fue aquella noche cuando te ví  mi corazón por ti suspiro  tú me mirabas yo me di cuenta  y cante para ti con amor. <>Quiero decirte lo que te quiero  tal vez con el tiempo tu comprobaras  mi amor por siempre sincero  y que sin verte ya no puedo estar. <>(sin verte ya no puedo estar chiquitita) <>Fue aquella noche cuando te vi  mi corazón por tí suspiro  tú me mirabas yo me di cuenta  y cante para ti con amor. <>Quiero decirte lo que te quiero  tal vez con el tiempo tu comprobaras  mi amor por siempre es sincero  y que sin verte ya no puedo estar. <>Mi amor por siempre es sincero  y que sin verte ya no puedo estar.<>|es|887|[('active', 16.62726402282715), ('sexual_harassment', 7.923115789890289), ('stereotype', 5.194328725337982), ('dominance', 3.206523507833481)]|('Mi amor por siempre es sincero  y que sin verte ya no puedo estar.', ('stereotype', 5.3524211049079895), 0)
OK.|Jessi Uribe|Ya lo nuestro acabo Se que no fui el mejor Pero di un poco más que tuOk Yo te acepto mi error Pero tu con tu orgullo Nunca has podido aceptarloQue nos equivocamos tu y yo Que los dos matamos este amor En el momento que nos faltamos RespetoY nos equivocamos tu y yo Y los dos quemamos la pasión Cuando le dimos prioridad A lo incorrectoCuando la embarramos, dime Cuando fracasamos Por que nos costaba tanto Solo, ser sinceroOk Yo te acepto mi error Que te cuesta aceptarlo También, si los dos fallamosCuando la embarramos, dime Cuando fracasamos Por que nos costaba tanto Solo, ser sinceroY nos equivocamos tu y yo Y los dos matamos este amor En el momento que nos faltamos RespetoCuando la embarramos, dime Cuando fracasamos Por que nos costaba tanto Solo, ser sinceroOK Yo te acepto mi error Que te cuesta aceptarlo También, si los dos fallamosOk!|Ya lo nuestro acabo Se que no fui el mejor Pero di un poco más que tu<>Ok Yo te acepto mi error Pero tu con tu orgullo Nunca has podido aceptarlo<>Que nos equivocamos tu y yo Que los dos matamos este amor En el momento que nos faltamos Respeto<>Y nos equivocamos tu y yo Y los dos quemamos la pasión Cuando le dimos prioridad A lo incorrecto<>Cuando la embarramos, dime Cuando fracasamos Por que nos costaba tanto Solo, ser sincero<>Ok Yo te acepto mi error Que te cuesta aceptarlo También, si los dos fallamos<>Cuando la embarramos, dime Cuando fracasamos Por que nos costaba tanto Solo, ser sincero<>Y nos equivocamos tu y yo Y los dos matamos este amor En el momento que nos faltamos Respeto<>Cuando la embarramos, dime Cuando fracasamos Por que nos costaba tanto Solo, ser sincero<>OK Yo te acepto mi error Que te cuesta aceptarlo También, si los dos fallamos<>Ok!<>|es|848|[('active', 5.096854642033577), ('stereotype', 2.654844895005226), ('sexual_harassment', 1.9121166318655014), ('dominance', 1.5680553391575813)]|('Ok!', ('stereotype', 5.436933785676956), 0)
Cosas Del Amor (part. Vikki Carr)|Ana Gabriel|Amiga, tengo el corazón herido El hombre que yo quiero se me va Lo estoy perdiendo, estoy sufriendo Llorando de impotencia, no puedo retenerloAmiga, mientras quede una esperanza Tú tienes que luchar por ese amor Si él es el hombre de tu vida No te des nunca por vencida Que vale todo si se lucha por amor¿Cómo puedo hacer? Entrega todo Todo se lo di, inventa un modo No es posible que se puede querer más Pensando así lo perderás¿Y si él se va? Lo habrás perdido ¿Qué me quedará? Lo que has vivido Tu consejo no me aleja del dolor Son cosas del amorAmiga, yo no sé qué está pasando Será que habrá encontrado otra mujer Ya no es el mismo, su indiferencia La siento por las noches, rechaza mi presenciaAmiga, ¿no será que has descuidado La forma de buscarlo en el amor? Quizás la casa, la rutina Se ha convertido en tu enemiga Y está cobrando un alto precio por tu error¿Cómo puedo hacer? Entrega todo Todo se lo di, inventa un modo No es posible que se puede querer más Pensando así lo perderás¿Y si él se va? Lo habrás perdido ¿Qué me quedará? Lo que has vivido Tu consejo no me aleja del dolor Son cosas del amor|Amiga, tengo el corazón herido El hombre que yo quiero se me va Lo estoy perdiendo, estoy sufriendo Llorando de impotencia, no puedo retenerlo<>Amiga, mientras quede una esperanza Tú tienes que luchar por ese amor Si él es el hombre de tu vida No te des nunca por vencida Que vale todo si se lucha por amor<>¿Cómo puedo hacer? Entrega todo Todo se lo di, inventa un modo No es posible que se puede querer más Pensando así lo perderás<>¿Y si él se va? Lo habrás perdido ¿Qué me quedará? Lo que has vivido Tu consejo no me aleja del dolor Son cosas del amor<>Amiga, yo no sé qué está pasando Será que habrá encontrado otra mujer Ya no es el mismo, su indiferencia La siento por las noches, rechaza mi presencia<>Amiga, ¿no será que has descuidado La forma de buscarlo en el amor? Quizás la casa, la rutina Se ha convertido en tu enemiga Y está cobrando un alto precio por tu error<>¿Cómo puedo hacer? Entrega todo Todo se lo di, inventa un modo No es posible que se puede querer más Pensando así lo perderás<>¿Y si él se va? Lo habrás perdido ¿Qué me quedará? Lo que has vivido Tu consejo no me aleja del dolor Son cosas del amor<>|es|1113|[('stereotype', 5.464642867445946), ('active', 3.9581093937158585), ('passive', 1.977398619055748), ('dominance', 1.5190533362329006)]|('¿Y si él se va? Lo habrás perdido ¿Qué me quedará? Lo que has vivido Tu consejo no me aleja del dolor Son cosas del amor', ('stereotype', 44.78572905063629), 0)
Nimodo|Luis R Conriquez|A ver si ya me dejas de estar marque y marque al celular Entiende que lo nuestro se acabó Que esto aquí se terminó Y si me fui de tu lado es porque usted se lo buscoNi modo de que vuelva contigo Ya no hay modo, no creas que estoy ardido Solamente lo que es me fallaste Y esta vez no te perdonoNi modo Ya no es mi problema si me extrañas Evítame la pena de tenerte que ignorar Porque de bloquearte ganas no me faltanNi modo No me supiste amar y ahora te aguantasNi modo de que vuelva contigo Ya no hay modo, no creas que estoy ardido Solamente lo que es me fallaste Y esta vez no te perdonoNi modo Ya no es mi problema si me extrañas Evítame la pena de tenerte que ignorar Porque de bloquearte ganas no me faltanNi modo No me supiste amar y ahora te chingas|A ver si ya me dejas de estar marque y marque al celular Entiende que lo nuestro se acabó Que esto aquí se terminó Y si me fui de tu lado es porque usted se lo busco<>Ni modo de que vuelva contigo Ya no hay modo, no creas que estoy ardido Solamente lo que es me fallaste Y esta vez no te perdono<>Ni modo Ya no es mi problema si me extrañas Evítame la pena de tenerte que ignorar Porque de bloquearte ganas no me faltan<>Ni modo No me supiste amar y ahora te aguantas<>Ni modo de que vuelva contigo Ya no hay modo, no creas que estoy ardido Solamente lo que es me fallaste Y esta vez no te perdono<>Ni modo Ya no es mi problema si me extrañas Evítame la pena de tenerte que ignorar Porque de bloquearte ganas no me faltan<>Ni modo No me supiste amar y ahora te chingas<>|es|756|[('active', 52.12743878364563), ('dominance', 18.256349861621857), ('sexual_harassment', 12.107717245817184), ('stereotype', 3.526483476161957)]|('Ni modo No me supiste amar y ahora te chingas', ('discredit', 35.308122634887695), 1)
Acá Entre Nos|Vicente Fernández|Por presumir, a mis amigos les conté Que, en el amor, ninguna pena me aniquila Que pa' probarles, de tus besos me olvidé Y me bastaron unos tragos de tequilaLes platiqué que me encontré con otro amor Y, que en sus brazos, fui dejando de quererte Que te aborrezco desde el día de tu traición Y que hay momentos que he deseado hasta tu muerteAcá entre nos Quiero que sepas la verdad No te he dejado de adorar Allá en mi triste soledad Me han dado ganas de gritar Salir corriendo y preguntar Qué es lo que ha sido de tu vidaAcá entre nos Siempre te voy a recordar Y hoy, que a mi lado ya no estás No queda más que confesar Que ya no puedo soportar Que estoy odiando sin odiar Porque respiro por la heridaY ay, Martín No cabe duda que también de dolor se canta Cuando llorar no se puedeAcá entre nos Quiero que sepas la verdad No te he dejado de adorar Allá en mi triste soledad Me han dado ganas de gritar Salir corriendo y preguntar Qué es lo que ha sido de tu vidaAcá entre nos Siempre te voy a recordar Y hoy, que a mi lado ya no estás No queda más que confesar Que ya no puedo soportar Que estoy odiando sin odiar Porque respiro por la herida|Por presumir, a mis amigos les conté Que, en el amor, ninguna pena me aniquila Que pa' probarles, de tus besos me olvidé Y me bastaron unos tragos de tequila<>Les platiqué que me encontré con otro amor Y, que en sus brazos, fui dejando de quererte Que te aborrezco desde el día de tu traición Y que hay momentos que he deseado hasta tu muerte<>Acá entre nos Quiero que sepas la verdad No te he dejado de adorar Allá en mi triste soledad Me han dado ganas de gritar Salir corriendo y preguntar Qué es lo que ha sido de tu vida<>Acá entre nos Siempre te voy a recordar Y hoy, que a mi lado ya no estás No queda más que confesar Que ya no puedo soportar Que estoy odiando sin odiar Porque respiro por la herida<>Y ay, Martín No cabe duda que también de dolor se canta Cuando llorar no se puede<>Acá entre nos Quiero que sepas la verdad No te he dejado de adorar Allá en mi triste soledad Me han dado ganas de gritar Salir corriendo y preguntar Qué es lo que ha sido de tu vida<>Acá entre nos Siempre te voy a recordar Y hoy, que a mi lado ya no estás No queda más que confesar Que ya no puedo soportar Que estoy odiando sin odiar Porque respiro por la herida<>|es|1143|[('active', 12.830810248851776), ('sexual_harassment', 5.72163499891758), ('stereotype', 4.316432401537895), ('dominance', 2.7180608361959457)]|('Acá entre nos Siempre te voy a recordar Y hoy, que a mi lado ya no estás No queda más que confesar Que ya no puedo soportar Que estoy odiando sin odiar Porque respiro por la herida', ('sexual_harassment', 8.139140903949738), 2)
Mujeres Divinas|Vicente Fernández|Hablando de mujeres y traiciones Se fueron consumiendo las botellas Pidieron que cantara mis canciones Y yo canté unas dos en contra de ellasDe pronto que se acerca un caballero Su pelo ya pintaba algunas canas Me dijo: Le suplico, compañero Que no hable en mi presencia de las damasLe dije que nosotros simplemente Hablamos de lo mal que nos pagaron Que si alguien opinaba diferente Sería porque jamás lo traicionaron Que si alguien opinaba diferente Sería porque jamás lo traicionaronMe dijo: Yo soy uno de los seres Que más ha soportado los fracasos Y siempre me dejaron las mujeres Llorando y con el alma hecha pedazosMas nunca les reprocho mis heridas Se tiene que sufrir cuando se ama Las horas más hermosas de mi vida Las he pasado al lado de una damaPudiéramos morir en las cantinas Y nunca lograríamos olvidarlas Mujeres, oh, mujeres tan divinas No queda otro camino que adorarlas Mujeres, oh, mujeres tan divinas No queda otro camino que adorarlas|Hablando de mujeres y traiciones Se fueron consumiendo las botellas Pidieron que cantara mis canciones Y yo canté unas dos en contra de ellas<>De pronto que se acerca un caballero Su pelo ya pintaba algunas canas Me dijo: Le suplico, compañero Que no hable en mi presencia de las damas<>Le dije que nosotros simplemente Hablamos de lo mal que nos pagaron Que si alguien opinaba diferente Sería porque jamás lo traicionaron Que si alguien opinaba diferente Sería porque jamás lo traicionaron<>Me dijo: Yo soy uno de los seres Que más ha soportado los fracasos Y siempre me dejaron las mujeres Llorando y con el alma hecha pedazos<>Mas nunca les reprocho mis heridas Se tiene que sufrir cuando se ama Las horas más hermosas de mi vida Las he pasado al lado de una dama<>Pudiéramos morir en las cantinas Y nunca lograríamos olvidarlas Mujeres, oh, mujeres tan divinas No queda otro camino que adorarlas Mujeres, oh, mujeres tan divinas No queda otro camino que adorarlas<>|es|957|[('passive', 17.761245369911194), ('stereotype', 7.161186635494232), ('discredit', 6.992693990468979), ('derailing', 3.644169121980667)]|('Pudiéramos morir en las cantinas Y nunca lograríamos olvidarlas Mujeres, oh, mujeres tan divinas No queda otro camino que adorarlas Mujeres, oh, mujeres tan divinas No queda otro camino que adorarlas', ('passive', 75.7267951965332), 2)
El Rey|Vicente Fernández|Yo sé bien que estoy afuera Pero el día que yo me muera Sé que tendrás que llorar (llorar y llorar) (Llorar y llorar)Dirás que no me quisiste Pero vas a estar muy triste Y así te vas a quedarCon dinero y sin dinero Yo hago siempre lo que quiero Y mi palabra es la ley No tengo trono ni reina Ni nadie que me comprenda Pero sigo siendo el reyUna piedra en el camino Me enseñó que mi destino Era rodar y rodar (rodar y rodar) (Rodar y rodar)También me dijo un arriero Que no hay que llegar primero Pero hay que saber llegarCon dinero y sin dinero Yo hago siempre lo que quiero Y mi palabra es la ley No tengo trono ni reina Ni nadie que me comprenda Pero sigo siendo el rey|Yo sé bien que estoy afuera Pero el día que yo me muera Sé que tendrás que llorar (llorar y llorar) (Llorar y llorar)<>Dirás que no me quisiste Pero vas a estar muy triste Y así te vas a quedar<>Con dinero y sin dinero Yo hago siempre lo que quiero Y mi palabra es la ley No tengo trono ni reina Ni nadie que me comprenda Pero sigo siendo el rey<>Una piedra en el camino Me enseñó que mi destino Era rodar y rodar (rodar y rodar) (Rodar y rodar)<>También me dijo un arriero Que no hay que llegar primero Pero hay que saber llegar<>Con dinero y sin dinero Yo hago siempre lo que quiero Y mi palabra es la ley No tengo trono ni reina Ni nadie que me comprenda Pero sigo siendo el rey<>|es|671|[('active', 2.4874283000826836), ('stereotype', 1.8208658322691917), ('sexual_harassment', 1.6255782917141914), ('dominance', 1.4149008318781853)]|('Con dinero y sin dinero Yo hago siempre lo que quiero Y mi palabra es la ley No tengo trono ni reina Ni nadie que me comprenda Pero sigo siendo el rey', ('stereotype', 2.0256180316209793), 0)
Recostada En La Cama|Luis R Conriquez|Se cansó de esperar Acostada en la cama Yo llegué muy tarde ya ella dormía Otra vez que se queda con ganas Otra vez que le amargo la vidaSe cansó de esperar esa noche soñada De frotarse la piel pura y mojada Otra vez que se queda con ganas Otra vez que se queda con nada, con nada Porque ella necesita que duerma en su cama Que cene en su mesa, que sueñe en su almohada Porque ella necesita que suba en su cuerpo, me mueva y la bese Se muere de ganas, se cansó de esperar recostada en la camaSe cansó de inventar, de jugar siempre sola De frotarse la piel, pura y mojada Otra vez que se queda con ganas Otra vez que se queda con nada, con nada Porque ella necesita que duerma en su cama Que cene en su mesa, que sueñe en su almohada Porque ella necesita que suba en su cuerpo, me mueva y la bese Se muere de ganas, se cansó de esperar recostada en la cama Porque ella necesita que duerma en su cama Que cene en su mesa, que sueñe en su almohada Porque ella necesita que suba en su cuerpo, me mueva y la bese Se muere de ganas, se cansó de esperar recostada en la cama|Se cansó de esperar Acostada en la cama Yo llegué muy tarde ya ella dormía Otra vez que se queda con ganas Otra vez que le amargo la vida<>Se cansó de esperar esa noche soñada De frotarse la piel pura y mojada Otra vez que se queda con ganas Otra vez que se queda con nada, con nada Porque ella necesita que duerma en su cama Que cene en su mesa, que sueñe en su almohada Porque ella necesita que suba en su cuerpo, me mueva y la bese Se muere de ganas, se cansó de esperar recostada en la cama<>Se cansó de inventar, de jugar siempre sola De frotarse la piel, pura y mojada Otra vez que se queda con ganas Otra vez que se queda con nada, con nada Porque ella necesita que duerma en su cama Que cene en su mesa, que sueñe en su almohada Porque ella necesita que suba en su cuerpo, me mueva y la bese Se muere de ganas, se cansó de esperar recostada en la cama Porque ella necesita que duerma en su cama Que cene en su mesa, que sueñe en su almohada Porque ella necesita que suba en su cuerpo, me mueva y la bese Se muere de ganas, se cansó de esperar recostada en la cama<>|es|1067|[('active', 84.64946746826172), ('stereotype', 50.46204328536987), ('dominance', 23.379600048065186), ('sexual_harassment', 19.260992109775543)]|('Se cansó de inventar, de jugar siempre sola De frotarse la piel, pura y mojada Otra vez que se queda con ganas Otra vez que se queda con nada, con nada Porque ella necesita que duerma en su cama Que cene en su mesa, que sueñe en su almohada Porque ella necesita que suba en su cuerpo, me mueva y la bese Se muere de ganas, se cansó de esperar recostada en la cama Porque ella necesita que duerma en su cama Que cene en su mesa, que sueñe en su almohada Porque ella necesita que suba en su cuerpo, me mueva y la bese Se muere de ganas, se cansó de esperar recostada en la cama', ('stereotype', 85.80491542816162), 3)
Es Demasiado Tarde|Ana Gabriel|Tú quisiste estar allá Dijiste que quizás ese era tu destino Después que todo te falló, hoy quieres regresar Y ser feliz conmigoPero tú no piensas que mi amor Por siempre te olvidó y exiges mi cariño De veras, lo siento, no podré volverme a enamorar de ti Ya no es lo mismoSolo espero que entiendas Que un amor se debe de cuidar y no jugar con nadie Porque yo te daba mi querer Y, aun sin merecer, no te dolió dejarmeAhora vuelves, buscando mi calor Diciendo que jamás lograste olvidarme Pero yo te aclaro de una vez Lo debes de entender, es demasiado tardeYo no te guardo rencor, pero tampoco amor De ti, ya nada queda No niego, fue mucho mi dolor, pero eso ya pasó Mejor ya nunca vuelvasSolo espero que entiendas Que un amor se debe de cuidar y no jugar con nadie Porque yo te daba mi querer Y, aun sin merecer, no te dolió dejarmeAhora vuelves, buscando mi calor Diciendo que jamás lograste olvidarme Pero yo te aclaro de una vez Lo debes de entender, es demasiado tardePorque tú quisiste estar allá (Quisiste estar allá)|Tú quisiste estar allá Dijiste que quizás ese era tu destino Después que todo te falló, hoy quieres regresar Y ser feliz conmigo<>Pero tú no piensas que mi amor Por siempre te olvidó y exiges mi cariño De veras, lo siento, no podré volverme a enamorar de ti Ya no es lo mismo<>Solo espero que entiendas Que un amor se debe de cuidar y no jugar con nadie Porque yo te daba mi querer Y, aun sin merecer, no te dolió dejarme<>Ahora vuelves, buscando mi calor Diciendo que jamás lograste olvidarme Pero yo te aclaro de una vez Lo debes de entender, es demasiado tarde<>Yo no te guardo rencor, pero tampoco amor De ti, ya nada queda No niego, fue mucho mi dolor, pero eso ya pasó Mejor ya nunca vuelvas<>Solo espero que entiendas Que un amor se debe de cuidar y no jugar con nadie Porque yo te daba mi querer Y, aun sin merecer, no te dolió dejarme<>Ahora vuelves, buscando mi calor Diciendo que jamás lograste olvidarme Pero yo te aclaro de una vez Lo debes de entender, es demasiado tarde<>Porque tú quisiste estar allá (Quisiste estar allá)<>|es|1024|[('active', 3.3334195613861084), ('stereotype', 2.432527206838131), ('sexual_harassment', 1.5788353979587555), ('dominance', 1.4980893582105637)]|('Porque tú quisiste estar allá (Quisiste estar allá)', ('stereotype', 2.632034942507744), 0)
Tú|Carin Leon|En mi mente, estás, como una adicción Que se siente dulce, tierna y natural Pasas el umbral de mi intimidad Llegas hasta el fondo de cada rincón Me tienes aquí como quieres tú Vienes y desplazas a mi soledad Me vas atrapandoEn mi mente, estás, palpitando a mil Y verte a mi lado es mi necesidad El dejarte ir o decir adiós Es morir en vida, es negarme a mí Que mi libertad se termina en ti Y sentirte cerca de nuevo es saber Que te estoy amandoTú, y de nuevo tú Lo dejas que naufrague justamente en ti Tú, mi locura tú Me atas a tu cuerpo, no me dejas irTú Adherido a ti Entre cada átomo Entre cada célula, vives túTodo lo llenas tú Que vienes y pasas como un huracán Tú, total y pleno tú Te has vuelto mi fuerza y mi talismánTú Silente y sutil Entre cada átomo Entre cada célula, vives túVas creciendo en mí, es inevitable Caigo en tu mirada, soy tan vulnerable Desprendes la luz de cada palabra Te has vuelto mi espada tras cada batalla Descubrí el amor al llegar a ti Y caigo de nuevo en esta conclusión Que te estoy amandoTú, y de nuevo tú Lo dejas que naufrague justamente en ti Tú, mi locura tú Me atas a tu cuerpo, no me dejas irTú Adherido a ti Entre cada átomo Entre cada célula, vives túY es que has hecho de mí Lo que tú quieras, lo que anhelas Lo que has deseado A tu cuerpo, a tus ganas, a tus antojos A tu cuerpo, tú me has moldeado Y en todo vives túTodo lo llenas tú Que vienes y pasas como un huracán Tú, total y pleno tú Te has vuelto mi fuerza y mi talismánTú Silente y sutil Entre cada átomo Entre cada célula, vives tú|En mi mente, estás, como una adicción Que se siente dulce, tierna y natural Pasas el umbral de mi intimidad Llegas hasta el fondo de cada rincón Me tienes aquí como quieres tú Vienes y desplazas a mi soledad Me vas atrapando<>En mi mente, estás, palpitando a mil Y verte a mi lado es mi necesidad El dejarte ir o decir adiós Es morir en vida, es negarme a mí Que mi libertad se termina en ti Y sentirte cerca de nuevo es saber Que te estoy amando<>Tú, y de nuevo tú Lo dejas que naufrague justamente en ti Tú, mi locura tú Me atas a tu cuerpo, no me dejas ir<>Tú Adherido a ti Entre cada átomo Entre cada célula, vives tú<>Todo lo llenas tú Que vienes y pasas como un huracán Tú, total y pleno tú Te has vuelto mi fuerza y mi talismán<>Tú Silente y sutil Entre cada átomo Entre cada célula, vives tú<>Vas creciendo en mí, es inevitable Caigo en tu mirada, soy tan vulnerable Desprendes la luz de cada palabra Te has vuelto mi espada tras cada batalla Descubrí el amor al llegar a ti Y caigo de nuevo en esta conclusión Que te estoy amando<>Tú, y de nuevo tú Lo dejas que naufrague justamente en ti Tú, mi locura tú Me atas a tu cuerpo, no me dejas ir<>Tú Adherido a ti Entre cada átomo Entre cada célula, vives tú<>Y es que has hecho de mí Lo que tú quieras, lo que anhelas Lo que has deseado A tu cuerpo, a tus ganas, a tus antojos A tu cuerpo, tú me has moldeado Y en todo vives tú<>Todo lo llenas tú Que vienes y pasas como un huracán Tú, total y pleno tú Te has vuelto mi fuerza y mi talismán<>Tú Silente y sutil Entre cada átomo Entre cada célula, vives tú<>|es|1539|[('active', 5.3644441068172455), ('stereotype', 2.5264956057071686), ('sexual_harassment', 2.3112883791327477), ('dominance', 1.724155806005001)]|('Tú Silente y sutil Entre cada átomo Entre cada célula, vives tú', ('stereotype', 2.9454855248332024), 3)
